"State","County","Murder.and.nonnegligent.manslaughter","Forcible.rape","Robbery","Aggravated.assault","Burglary","Larceny.theft","Motor.vehicle.theft","Arson","Year"
"Alabama","Tuscaloosa",5,31,21,198,593,1191,229,NA,2006
"Alabama","Walker",0,4,1,16,196,319,17,NA,2006
"Alabama","Baldwin",0,9,7,77,296,542,23,NA,2006
"Alabama","Butler",0,0,0,6,18,36,4,NA,2006
"Alabama","Chambers",1,4,7,19,57,138,0,NA,2006
"Alabama","Cleburne",0,1,2,24,78,121,23,NA,2006
"Alabama","Coosa",3,4,5,24,63,130,15,NA,2006
"Alabama","Crenshaw",0,3,1,12,55,116,14,NA,2006
"Alabama","Cullman",2,18,8,90,415,923,144,NA,2006
"Alabama","Dale",0,0,1,3,15,8,0,NA,2006
"Alabama","De Kalb",1,23,2,169,358,210,106,NA,2006
"Alabama","Fayette",0,2,1,12,77,82,17,NA,2006
"Alabama","Franklin",1,1,0,2,10,5,3,NA,2006
"Alabama","Jackson",3,9,6,47,214,305,83,NA,2006
"Alabama","Lamar",0,0,0,0,2,3,0,NA,2006
"Alabama","Macon",0,2,0,19,108,94,30,NA,2006
"Alabama","Marengo",0,0,3,15,57,65,8,NA,2006
"Alabama","Marion",0,1,0,22,83,133,10,NA,2006
"Alabama","Marshall",0,5,0,31,144,307,24,NA,2006
"Alabama","Perry",2,0,2,6,26,30,6,NA,2006
"Alabama","Pickens",0,4,0,11,16,41,1,NA,2006
"Alabama","Pike",0,0,1,4,32,49,5,NA,2006
"Alabama","Wilcox",1,1,0,1,9,26,9,NA,2006
"Arizona","Maricopa",25,30,94,701,1734,3936,1028,69,2006
"Arizona","Mohave",9,4,22,169,1165,1559,387,26,2006
"Arizona","Pima",18,88,214,463,2643,9237,1794,121,2006
"Arizona","Pinal",11,39,42,206,1067,3176,836,24,2006
"Arizona","Yavapai",5,13,10,326,408,1092,203,7,2006
"Arizona","Yuma",3,6,32,174,330,1009,238,9,2006
"Arizona","Cochise",0,17,22,NA,580,755,196,15,2006
"Arizona","Gila",1,7,6,86,229,264,66,7,2006
"Arizona","Graham",0,2,1,240,58,134,11,8,2006
"Arizona","La Paz",0,0,6,78,82,290,45,1,2006
"Arizona","Navajo",1,7,2,51,386,189,86,8,2006
"Arizona","Santa Cruz",0,1,2,5,136,164,68,0,2006
"Arkansas","Benton",1,29,4,92,404,473,42,22,2006
"Arkansas","Cleveland",0,0,1,3,79,61,16,3,2006
"Arkansas","Craighead",1,6,0,27,144,198,34,2,2006
"Arkansas","Crittenden",0,4,5,84,229,235,46,8,2006
"Arkansas","Faulkner",0,6,0,37,206,440,83,9,2006
"Arkansas","Garland",1,15,13,75,983,1247,202,17,2006
"Arkansas","Grant",0,1,0,25,69,76,5,0,2006
"Arkansas","Jefferson",2,11,5,69,286,248,57,8,2006
"Arkansas","Lincoln",0,1,1,4,57,45,4,0,2006
"Arkansas","Lonoke",3,15,7,89,290,409,48,6,2006
"Arkansas","Madison",2,4,0,20,40,45,8,1,2006
"Arkansas","Miller",1,5,2,69,98,195,26,3,2006
"Arkansas","Perry",0,2,0,28,38,31,4,1,2006
"Arkansas","Poinsett",0,3,1,47,94,15,10,4,2006
"Arkansas","Pulaski",6,20,56,361,949,1175,325,12,2006
"Arkansas","Sebastian",0,3,0,38,157,166,14,8,2006
"Arkansas","Washington",3,19,2,106,255,412,81,6,2006
"Arkansas","Arkansas",0,0,0,3,37,51,18,0,2006
"Arkansas","Ashley",0,3,2,10,53,113,16,4,2006
"Arkansas","Baxter",1,8,0,42,105,369,37,0,2006
"Arkansas","Boone",2,5,0,66,239,109,43,2,2006
"Arkansas","Bradley",0,0,0,3,9,5,0,0,2006
"Arkansas","Calhoun",0,0,0,1,15,11,2,0,2006
"Arkansas","Carroll",0,3,0,5,27,79,19,2,2006
"Arkansas","Chicot",0,0,0,0,11,73,15,0,2006
"Arkansas","Clark",1,1,2,20,65,75,4,4,2006
"Arkansas","Clay",0,3,0,15,31,51,0,1,2006
"Arkansas","Cleburne",0,4,2,16,175,151,36,4,2006
"Arkansas","Columbia",0,0,4,48,80,158,10,2,2006
"Arkansas","Cross",0,5,0,32,38,84,11,1,2006
"Arkansas","Dallas",0,1,2,9,9,11,1,0,2006
"Arkansas","Drew",0,1,0,35,30,75,7,2,2006
"Arkansas","Fulton",0,0,0,1,42,42,6,0,2006
"Arkansas","Greene",0,3,1,10,73,95,5,9,2006
"Arkansas","Howard",0,0,3,7,28,69,1,0,2006
"Arkansas","Independence",1,0,4,12,50,878,84,1,2006
"Arkansas","Izard",0,1,0,3,57,42,13,4,2006
"Arkansas","Jackson",0,6,1,7,39,92,17,3,2006
"Arkansas","Lawrence",0,0,0,2,46,74,0,3,2006
"Arkansas","Lee",0,1,0,13,14,4,0,0,2006
"Arkansas","Logan",0,2,0,6,61,113,15,2,2006
"Arkansas","Marion",0,1,0,8,42,47,2,1,2006
"Arkansas","Mississippi",0,4,4,33,104,218,29,4,2006
"Arkansas","Monroe",0,0,0,0,18,22,11,0,2006
"Arkansas","Ouachita",2,4,3,20,95,118,8,2,2006
"Arkansas","Pike",1,2,0,8,23,28,3,0,2006
"Arkansas","Polk",1,2,0,15,77,72,5,0,2006
"Arkansas","Pope",1,8,0,29,168,176,24,2,2006
"Arkansas","Prairie",0,0,0,1,21,21,8,1,2006
"Arkansas","Randolph",0,0,0,0,27,52,1,0,2006
"Arkansas","Scott",0,3,1,12,42,45,7,2,2006
"Arkansas","Searcy",0,0,0,8,9,3,3,2,2006
"Arkansas","Sevier",1,7,1,20,82,157,19,2,2006
"Arkansas","Sharp",2,3,1,14,82,66,1,4,2006
"Arkansas","St Francis",1,4,8,33,101,234,1,3,2006
"Arkansas","Union",3,2,8,18,99,283,37,0,2006
"Arkansas","Van Buren",0,0,1,19,52,58,14,0,2006
"Arkansas","White",1,5,2,44,323,419,103,2,2006
"Arkansas","Yell",0,11,2,54,54,30,7,3,2006
"California ","Alameda",3,25,280,237,635,1510,1007,40,2006
"California ","Butte",6,18,22,108,727,950,22,75,2006
"California ","Contra Costa",13,26,195,353,1115,2342,29,17,2006
"California ","El Dorado",3,23,23,361,694,1411,22,10,2006
"California ","Fresno",10,35,152,415,1631,3873,1155,304,2006
"California ","Imperial",2,5,7,122,471,580,41,32,2006
"California ","Kern",32,110,378,1395,3226,6743,1746,253,2006
"California ","Kings",1,13,14,103,180,409,7,5,2006
"California ","Los Angeles",135,222,2008,4925,4890,9042,6195,374,2006
"California ","Madera",2,21,30,262,672,888,21,1,2006
"California ","Marin",1,10,52,116,284,714,1,12,2006
"California ","Merced",6,36,40,418,896,992,17,12,2006
"California ","Monterey",6,19,60,154,568,1144,25,18,2006
"California ","Napa",1,9,3,37,169,276,6,2,2006
"California ","Orange",2,12,46,184,361,974,207,19,2006
"California ","Placer",2,28,24,180,684,1321,35,12,2006
"California ","Riverside",34,119,409,1539,3835,8395,3722,71,2006
"California ","Sacramento",37,251,1640,2929,7368,15486,2197,238,2006
"California ","San Benito",0,2,4,35,143,129,10,1,2006
"California ","San Bernardino",36,89,181,770,1950,2896,1554,108,2006
"California ","San Diego",20,93,279,1011,2297,4215,2036,61,2006
"California ","San Joaquin",17,29,188,761,1564,3649,196,14,2006
"California ","San Luis Obispo",1,26,17,157,433,975,5,15,2006
"California ","San Mateo",1,24,38,161,230,1206,252,5,2006
"California ","Santa Barbara",0,25,18,149,515,1118,3,18,2006
"California ","Santa Clara",4,18,32,318,517,1516,422,7,2006
"California ","Santa Cruz",7,33,25,233,830,1750,16,25,2006
"California ","Shasta",6,19,12,184,373,449,98,14,2006
"California ","Solano",0,8,12,124,243,200,14,23,2006
"California ","Sonoma",2,43,48,498,739,1172,20,24,2006
"California ","Stanislaus",10,30,98,709,1463,2436,517,231,2006
"California ","Sutter",2,9,14,139,376,520,77,9,2006
"California ","Tulare",20,34,67,339,1196,2067,NA,613,2006
"California ","Ventura",6,13,29,161,370,814,119,29,2006
"California ","Yolo",2,3,5,29,130,212,13,13,2006
"California ","Yuba",3,18,37,135,610,628,14,16,2006
"California ","Alpine",0,2,0,11,22,61,0,0,2006
"California ","Amador",1,14,5,43,223,246,3,2,2006
"California ","Calaveras",1,10,10,24,334,400,6,4,2006
"California ","Colusa",0,9,1,31,91,193,13,6,2006
"California ","Del Norte",0,15,2,37,130,111,3,4,2006
"California ","Glenn",1,2,1,9,73,70,6,2,2006
"California ","Humboldt",3,16,20,78,322,664,21,10,2006
"California ","Inyo",0,2,0,57,11,139,1,2,2006
"California ","Lake",4,12,17,198,385,400,5,12,2006
"California ","Lassen",0,5,0,30,55,84,3,4,2006
"California ","Mariposa",1,6,1,41,100,218,0,3,2006
"California ","Mendocino",5,18,23,278,275,381,6,14,2006
"California ","Modoc",0,4,1,28,40,54,2,0,2006
"California ","Mono",0,1,0,13,27,62,1,0,2006
"California ","Nevada",2,9,8,133,208,406,16,3,2006
"California ","Plumas",0,3,1,32,196,289,2,3,2006
"California ","Sierra",0,2,1,7,15,37,1,0,2006
"California ","Siskiyou",0,11,2,46,95,164,5,11,2006
"California ","Tehama",2,3,6,236,245,194,0,18,2006
"California ","Trinity",0,4,4,15,77,30,1,2,2006
"California ","Tuolumne",0,10,12,101,377,422,12,6,2006
"Colorado ","Adams",6,41,74,316,796,1907,680,45,2006
"Colorado ","Arapahoe",1,32,37,176,404,1063,273,40,2006
"Colorado ","Boulder",1,14,4,68,246,446,61,21,2006
"Colorado ","Clear Creek",0,1,0,17,16,71,5,3,2006
"Colorado ","Douglas",2,60,25,97,526,2100,120,29,2006
"Colorado ","El Paso",2,57,35,922,784,1607,354,35,2006
"Colorado ","Gilpin",0,0,0,6,1,1,0,0,2006
"Colorado ","Jefferson",2,55,27,166,983,2445,365,30,2006
"Colorado ","Larimer",5,24,5,70,361,868,118,21,2006
"Colorado ","Mesa",3,3,7,45,367,1036,177,33,2006
"Colorado ","Park",3,0,0,20,28,24,5,1,2006
"Colorado ","Pueblo",0,1,8,36,338,1121,60,5,2006
"Colorado ","Teller",0,1,1,16,52,42,9,4,2006
"Colorado ","Weld",0,13,4,120,383,621,182,13,2006
"Colorado ","Alamosa",0,1,0,7,14,50,0,2,2006
"Colorado ","Archuleta",0,6,0,23,30,75,11,1,2006
"Colorado ","Baca",0,0,0,2,0,2,0,0,2006
"Colorado ","Bent",0,0,0,3,6,20,2,2,2006
"Colorado ","Chaffee",1,3,0,5,16,73,1,2,2006
"Colorado ","Cheyenne",0,0,0,0,3,8,0,0,2006
"Colorado ","Crowley",0,0,0,1,1,0,0,0,2006
"Colorado ","Custer",0,0,0,11,10,30,2,1,2006
"Colorado ","Delta",0,4,0,11,38,95,17,4,2006
"Colorado ","Dolores",0,0,0,0,5,21,5,0,2006
"Colorado ","Eagle",0,9,2,27,62,416,9,2,2006
"Colorado ","Fremont",0,2,0,15,51,147,18,1,2006
"Colorado ","Garfield",1,2,2,57,80,204,27,7,2006
"Colorado ","Grand",0,0,0,16,57,136,8,0,2006
"Colorado ","Gunnison",0,0,0,14,4,24,5,0,2006
"Colorado ","Hinsdale",0,0,0,0,0,3,0,0,2006
"Colorado ","Huerfano",0,1,1,7,2,106,2,1,2006
"Colorado ","Jackson",0,0,0,1,4,1,1,0,2006
"Colorado ","Lake",0,2,0,19,9,9,4,0,2006
"Colorado ","La Plata",0,5,1,19,80,186,19,0,2006
"Colorado ","Logan",0,0,2,10,17,31,8,1,2006
"Colorado ","Moffat",0,1,0,9,12,17,2,0,2006
"Colorado ","Montezuma",0,1,2,25,54,121,14,0,2006
"Colorado ","Montrose",1,4,0,15,56,109,24,2,2006
"Colorado ","Morgan",0,0,0,0,21,46,11,1,2006
"Colorado ","Otero",0,1,0,26,19,56,12,1,2006
"Colorado ","Pitkin",0,3,0,8,19,116,12,1,2006
"Colorado ","Prowers",0,0,0,9,10,25,3,0,2006
"Colorado ","Rio Grande",0,0,0,4,19,9,2,1,2006
"Colorado ","Routt",0,0,0,26,12,63,3,0,2006
"Colorado ","Saguache",0,0,0,3,7,16,0,1,2006
"Colorado ","San Juan",0,0,0,4,3,18,1,0,2006
"Colorado ","San Miguel",0,0,0,2,7,31,4,0,2006
"Colorado ","Sedgwick",0,0,0,3,14,7,3,1,2006
"Colorado ","Summit",0,3,0,11,28,516,8,2,2006
"Colorado ","Washington",0,0,0,7,6,27,4,0,2006
"Colorado ","Yuma",0,0,0,2,1,16,1,0,2006
"Delaware ","New Castle ",9,122,357,950,1771,4333,813,10,2006
"Florida ","Alachua",5,81,116,846,1163,2457,248,19,2006
"Florida ","Baker",2,4,7,80,30,339,33,0,2006
"Florida ","Bay",4,47,42,327,550,1763,163,5,2006
"Florida ","Brevard",6,67,119,928,1356,4043,336,35,2006
"Florida ","Broward",4,19,125,406,208,945,113,7,2006
"Florida ","Charlotte",2,13,90,586,1185,3486,335,8,2006
"Florida ","Clay",7,59,83,544,877,2895,259,21,2006
"Florida ","Collier",6,75,281,946,1302,3496,334,33,2006
"Florida ","Escambia",10,137,443,1337,2595,6335,874,31,2006
"Florida ","Flagler",4,7,25,133,417,1166,140,9,2006
"Florida ","Gadsden",1,12,17,218,305,412,83,0,2006
"Florida ","Gilchrist",0,0,0,16,80,86,25,2,2006
"Florida ","Hernando",5,67,48,493,1498,3345,273,14,2006
"Florida ","Hillsborough",30,207,1095,3615,6507,20494,3548,126,2006
"Florida ","Indian River",6,28,86,219,592,1945,148,4,2006
"Florida ","Jefferson",0,7,8,77,56,61,6,1,2006
"Florida ","Lake",4,53,55,817,1249,2164,333,27,2006
"Florida ","Lee",26,106,454,1222,3670,6870,1295,93,2006
"Florida ","Leon",0,42,59,356,826,828,145,20,2006
"Florida ","Manatee",14,91,443,1846,2634,7874,839,18,2006
"Florida ","Marion",11,126,87,1338,1394,2684,382,5,2006
"Florida ","Martin",3,11,130,380,647,2185,174,3,2006
"Florida ","Miami-Dade",98,413,2356,6180,9194,33552,7048,147,2006
"Florida ","Nassau",3,9,17,NA,458,784,113,5,2006
"Florida ","Okaloosa",3,29,52,354,752,2474,285,28,2006
"Florida ","Orange",64,297,2423,4557,8134,18032,4822,1,2006
"Florida ","Osceola",6,44,172,567,2347,3085,459,5,2006
"Florida ","Palm Beach",35,228,831,1963,4604,11767,2207,131,2006
"Florida ","Pasco",26,110,238,1028,3761,7918,1105,47,2006
"Florida ","Pinellas",6,168,154,931,1800,5082,663,54,2006
"Florida ","Polk",15,129,279,1248,3066,5251,786,0,2006
"Florida ","Santa Rosa",2,29,36,239,648,1123,124,6,2006
"Florida ","Sarasota",4,32,125,576,1872,5195,504,25,2006
"Florida ","Seminole",11,43,99,439,928,2539,470,2,2006
"Florida ","St Johns",5,18,52,458,882,2073,205,14,2006
"Florida ","St Lucie",1,24,36,267,547,1210,182,8,2006
"Florida ","Volusia",4,71,110,687,1624,2925,580,22,2006
"Florida ","Wakulla",0,10,5,98,167,361,42,11,2006
"Florida ","Bradford",0,5,7,49,107,188,28,1,2006
"Florida ","Calhoun",0,0,1,12,23,18,9,0,2006
"Florida ","Citrus",1,37,30,319,575,1787,159,29,2006
"Florida ","Columbia",1,17,16,202,368,640,106,19,2006
"Florida ","DeSoto",1,8,27,131,263,377,23,4,2006
"Florida ","Dixie",1,4,8,53,116,216,12,7,2006
"Florida ","Franklin",1,0,3,18,53,77,10,3,2006
"Florida ","Glades",1,3,8,49,87,171,30,9,2006
"Florida ","Gulf",0,3,1,73,48,116,12,0,2006
"Florida ","Hamilton",0,1,9,41,66,149,11,0,2006
"Florida ","Hardee",0,6,12,74,97,320,38,0,2006
"Florida ","Hendry",1,9,36,193,356,517,94,4,2006
"Florida ","Highlands",2,13,41,118,800,1015,107,15,2006
"Florida ","Holmes",0,9,1,37,48,93,24,0,2006
"Florida ","Jackson",1,4,9,192,217,309,48,0,2006
"Florida ","Lafayette",0,0,0,18,14,35,3,1,2006
"Florida ","Levy",0,19,10,111,307,493,47,8,2006
"Florida ","Liberty",0,2,0,4,20,14,8,2,2006
"Florida ","Madison",2,7,5,90,154,230,29,1,2006
"Florida ","Monroe",0,15,32,200,422,1454,122,4,2006
"Florida ","Okeechobee",5,14,20,220,408,433,74,8,2006
"Florida ","Putnam",5,21,26,542,926,1106,195,10,2006
"Florida ","Sumter",2,26,21,98,248,420,45,11,2006
"Florida ","Suwannee",0,7,6,127,141,278,44,2,2006
"Florida ","Taylor",0,5,0,58,78,56,8,0,2006
"Florida ","Union",1,2,9,44,71,118,22,1,2006
"Florida ","Walton",2,6,2,108,180,659,80,0,2006
"Florida ","Washington",1,0,2,19,50,100,27,1,2006
"Georgia ","Augusta-Richmond",17,139,619,260,2844,9075,1836,NA,2006
"Georgia ","Baker",0,0,0,1,0,0,0,0,2006
"Georgia ","Barrow5",1,4,5,295,NA,613,138,NA,2006
"Georgia ","Brantley",0,1,3,28,118,210,35,2,2006
"Georgia ","Brooks",1,0,1,73,84,186,26,3,2006
"Georgia ","Catoosa",3,9,6,52,203,578,128,NA,2006
"Georgia ","Clayton ",34,42,544,506,2979,3574,1650,42,2006
"Georgia ","Cobb ",22,94,560,717,3075,8175,1609,49,2006
"Georgia ","Coweta",5,2,19,44,404,805,143,NA,2006
"Georgia ","Dawson",0,1,2,9,105,382,60,NA,2006
"Georgia ","Dekalb ",85,167,2179,2023,8062,14116,6541,175,2006
"Georgia ","Dougherty",0,4,10,20,166,298,36,NA,2006
"Georgia ","Effingham",1,4,0,NA,189,180,65,NA,2006
"Georgia ","Fayette",0,4,6,17,139,428,64,3,2006
"Georgia ","Floyd ",2,14,10,169,342,1065,199,NA,2006
"Georgia ","Forsyth",5,13,14,57,443,1871,133,6,2006
"Georgia ","Fulton ",17,62,497,408,2654,4633,1287,NA,2006
"Georgia ","Glynn ",2,19,68,190,516,1732,134,NA,2006
"Georgia ","Gwinnett",35,97,1050,708,5466,11245,2517,152,2006
"Georgia ","Hall",1,19,15,175,674,1747,486,13,2006
"Georgia ","Haralson",0,0,3,10,78,360,51,0,2006
"Georgia ","Henry",0,0,0,0,0,0,0,0,2006
"Georgia ","Lamar",0,0,1,19,49,100,18,0,2006
"Georgia ","Liberty",3,6,13,39,133,462,21,4,2006
"Georgia ","Long",0,1,7,19,73,96,13,0,2006
"Georgia ","Lowndes",0,8,14,41,269,820,63,1,2006
"Georgia ","Madison",0,7,4,55,44,340,40,5,2006
"Georgia ","Meriwether",0,5,4,30,127,233,75,0,2006
"Georgia ","Newton",2,14,25,296,560,786,234,2,2006
"Georgia ","Paulding",1,19,12,136,621,1623,303,6,2006
"Georgia ","Rockdale",1,14,58,216,617,1234,310,8,2006
"Georgia ","Walker",0,5,6,322,296,770,90,2,2006
"Georgia ","Walton",1,2,4,9,289,598,75,0,2006
"Georgia ","Whitfield",1,16,9,193,542,1284,185,7,2006
"Georgia ","Chattooga",0,2,2,35,65,139,10,NA,2006
"Georgia ","Clay",0,0,0,3,1,2,3,0,2006
"Georgia ","Clinch",0,0,0,4,19,39,2,0,2006
"Georgia ","Decatur",1,0,7,25,96,222,12,NA,2006
"Georgia ","Dooly",0,0,4,6,17,45,1,NA,2006
"Georgia ","Early",1,4,3,39,72,147,12,NA,2006
"Georgia ","Fannin",0,0,0,2,66,63,1,NA,2006
"Georgia ","Gordon",0,5,1,64,134,345,37,NA,2006
"Georgia ","Habersham",0,5,4,42,151,302,37,NA,2006
"Georgia ","Jackson",0,3,3,54,225,568,70,3,2006
"Georgia ","Laurens",3,6,6,56,172,337,65,2,2006
"Georgia ","Lumpkin",0,9,0,25,97,296,40,0,2006
"Georgia ","Peach",0,4,3,21,108,177,47,0,2006
"Georgia ","Polk ",1,3,10,102,263,392,105,0,2006
"Georgia ","Putnam",0,1,2,60,105,185,15,0,2006
"Georgia ","Seminole",3,1,0,10,35,26,2,0,2006
"Georgia ","Stephens",2,4,1,21,109,291,64,0,2006
"Georgia ","Treutlen",0,1,1,11,50,94,6,1,2006
"Georgia ","Troup",0,1,6,40,157,926,49,0,2006
"Georgia ","Turner",0,1,1,2,31,60,14,0,2006
"Georgia ","Upson",1,3,1,89,105,236,30,0,2006
"Georgia ","White",0,2,2,10,81,203,43,1,2006
"Georgia ","Wilkes",0,0,0,7,3,7,2,0,2006
"Hawaii","Hawaii ",3,65,88,276,1426,4293,608,50,2006
"Idaho ","Bannock",1,2,0,16,55,156,11,1,2006
"Idaho ","Boise",1,1,0,2,21,84,9,0,2006
"Idaho ","Canyon",2,8,3,61,265,399,109,8,2006
"Idaho ","Franklin",0,0,0,3,2,35,1,0,2006
"Idaho ","Gem",0,1,0,8,17,9,6,1,2006
"Idaho ","Jefferson",0,7,1,11,35,122,20,0,2006
"Idaho ","Kootenai",1,21,4,76,346,639,75,7,2006
"Idaho ","Nez Perce",0,2,0,6,26,55,2,0,2006
"Idaho ","Owyhee",0,10,0,15,33,85,11,0,2006
"Idaho ","Power",0,2,0,5,8,38,8,0,2006
"Idaho ","Adams",0,0,0,3,6,30,4,0,2006
"Idaho ","Bear Lake",0,0,0,1,9,20,2,0,2006
"Idaho ","Benewah",1,0,0,8,5,14,0,0,2006
"Idaho ","Blaine",0,0,0,12,23,25,3,1,2006
"Idaho ","Bonner",0,13,1,47,144,385,46,1,2006
"Idaho ","Boundary",0,1,0,4,27,42,3,0,2006
"Idaho ","Butte",0,0,0,2,0,9,0,0,2006
"Idaho ","Camas",0,0,0,0,3,2,0,0,2006
"Idaho ","Caribou",0,0,0,2,28,21,1,0,2006
"Idaho ","Cassia",1,2,2,43,105,401,26,2,2006
"Idaho ","Clark",0,0,0,2,3,15,0,0,2006
"Idaho ","Clearwater",0,0,0,10,16,70,7,1,2006
"Idaho ","Elmore",0,3,0,6,29,52,12,0,2006
"Idaho ","Fremont",0,1,0,9,15,70,7,0,2006
"Idaho ","Gooding",6,2,0,15,17,24,15,1,2006
"Idaho ","Idaho",1,3,0,22,11,60,4,0,2006
"Idaho ","Jerome",0,4,0,12,53,56,8,0,2006
"Idaho ","Latah",0,4,1,15,70,101,14,0,2006
"Idaho ","Lemhi",0,0,0,5,7,15,1,1,2006
"Idaho ","Lewis",0,2,0,2,9,11,4,0,2006
"Idaho ","Lincoln",0,2,0,3,5,1,5,2,2006
"Idaho ","Madison",0,3,0,7,11,78,4,0,2006
"Idaho ","Minidoka",1,2,1,15,30,86,10,2,2006
"Idaho ","Oneida",0,0,0,3,8,21,2,0,2006
"Idaho ","Payette",0,3,1,12,22,17,12,1,2006
"Idaho ","Shoshone",0,2,0,27,24,104,13,0,2006
"Idaho ","Teton",0,1,0,7,25,25,4,0,2006
"Idaho ","Twin Falls",1,2,0,25,97,110,19,5,2006
"Idaho ","Valley",0,7,2,19,47,72,14,0,2006
"Idaho ","Washington",0,2,0,6,12,20,1,1,2006
"Indiana ","Allen6",0,13,15,39,293,724,126,4,2006
"Indiana ","Bartholomew",0,4,1,64,103,393,4,1,2006
"Indiana ","Brown",0,0,0,2,23,39,6,1,2006
"Indiana ","Delaware",1,8,4,16,125,436,81,3,2006
"Indiana ","Elkhart",1,12,29,10,379,1019,128,11,2006
"Indiana ","Floyd",0,0,0,4,124,566,44,0,2006
"Indiana ","Greene",0,1,3,11,73,129,16,0,2006
"Indiana ","Howard",0,4,5,59,276,375,25,4,2006
"Indiana ","Johnson",0,7,4,0,151,628,23,0,2006
"Indiana ","Lake",2,0,12,21,157,781,223,0,2006
"Indiana ","La Porte",0,5,4,19,268,593,82,1,2006
"Indiana ","Monroe",1,5,7,34,202,316,46,2,2006
"Indiana ","Newton",0,1,2,4,55,90,18,1,2006
"Indiana ","Owen",0,1,3,56,248,396,15,0,2006
"Indiana ","Porter",0,0,6,51,166,906,80,0,2006
"Indiana ","Putnam",0,1,2,109,213,197,36,0,2006
"Indiana ","Shelby",0,0,2,27,90,223,47,1,2006
"Indiana ","St Joseph",2,14,26,46,381,1357,133,12,2006
"Indiana ","Tippecanoe",0,10,3,12,223,494,52,10,2006
"Indiana ","Vanderburgh",0,5,8,36,167,1084,73,1,2006
"Indiana ","Warrick",0,7,3,112,84,547,30,12,2006
"Indiana ","Wells",0,1,0,4,55,71,21,2,2006
"Indiana ","Blackford",0,0,0,0,10,33,9,0,2006
"Indiana ","Cass",0,4,1,15,55,155,14,0,2006
"Indiana ","Daviess",0,0,0,3,20,76,12,1,2006
"Indiana ","Fayette",0,0,0,3,59,160,12,3,2006
"Indiana ","Grant",0,5,3,7,82,240,21,0,2006
"Indiana ","Henry",0,4,4,1,246,451,58,1,2006
"Indiana ","Huntington",0,1,1,5,35,102,12,0,2006
"Indiana ","Kosciusko",1,7,2,6,108,398,41,5,2006
"Indiana ","LaGrange",0,1,0,0,51,183,14,0,2006
"Indiana ","Lawrence",1,1,2,2,81,140,8,1,2006
"Indiana ","Martin",0,1,1,0,10,14,4,0,2006
"Indiana ","Noble",1,1,2,12,84,131,5,7,2006
"Indiana ","Randolph",0,7,0,0,55,86,1,0,2006
"Indiana ","Ripley",0,0,0,0,52,180,15,1,2006
"Indiana ","Starke",0,3,1,17,104,222,71,3,2006
"Indiana ","Steuben",0,8,3,8,115,479,38,0,2006
"Indiana ","Union",0,0,0,3,9,7,1,0,2006
"Indiana ","Wabash",0,0,1,0,29,123,4,0,2006
"Indiana ","Wayne",0,0,0,0,58,65,5,0,2006
"Iowa ","Benton",0,0,0,4,2,58,2,0,2006
"Iowa ","Black Hawk",0,6,1,23,82,121,9,4,2006
"Iowa ","Bremer",1,0,0,6,14,32,4,0,2006
"Iowa ","Dallas",0,0,0,1,40,98,6,3,2006
"Iowa ","Dubuque",0,2,0,46,96,97,27,5,2006
"Iowa ","Grundy",0,0,0,3,20,33,1,0,2006
"Iowa ","Guthrie",0,0,0,0,29,33,2,0,2006
"Iowa ","Harrison",0,3,1,17,39,96,19,1,2006
"Iowa ","Jones",0,0,0,4,10,38,5,0,2006
"Iowa ","Linn",0,9,1,47,158,209,26,5,2006
"Iowa ","Mills",0,2,0,14,70,105,23,0,2006
"Iowa ","Polk",1,2,14,74,242,693,97,6,2006
"Iowa ","Pottawattamie",1,5,1,20,207,324,47,3,2006
"Iowa ","Scott",2,5,1,24,66,178,15,2,2006
"Iowa ","Story",0,4,0,7,71,83,12,1,2006
"Iowa ","Warren",1,6,2,34,73,170,25,3,2006
"Iowa ","Washington",0,4,0,18,26,26,2,0,2006
"Iowa ","Woodbury",1,3,2,27,47,63,5,3,2006
"Iowa ","Adair",0,0,0,8,10,19,5,0,2006
"Iowa ","Adams",0,1,0,2,8,28,5,0,2006
"Iowa ","Audubon",0,0,0,0,0,21,3,1,2006
"Iowa ","Boone",0,2,0,9,22,17,4,3,2006
"Iowa ","Buchanan",0,0,2,4,57,79,2,1,2006
"Iowa ","Buena Vista",0,1,1,5,37,58,8,0,2006
"Iowa ","Butler",1,1,0,1,15,15,2,0,2006
"Iowa ","Calhoun",1,1,0,3,38,61,4,2,2006
"Iowa ","Cass",0,0,1,1,12,16,8,0,2006
"Iowa ","Cedar",0,4,1,11,24,66,14,2,2006
"Iowa ","Cerro Gordo",0,1,0,11,38,57,13,0,2006
"Iowa ","Chickasaw",1,1,0,2,16,15,3,0,2006
"Iowa ","Clarke",0,2,0,2,40,37,7,0,2006
"Iowa ","Clay",0,0,0,8,16,41,3,0,2006
"Iowa ","Clayton",1,2,0,3,21,47,9,1,2006
"Iowa ","Davis",0,0,0,8,3,8,0,0,2006
"Iowa ","Delaware",0,0,0,8,12,19,1,1,2006
"Iowa ","Des Moines",0,0,0,17,57,125,11,4,2006
"Iowa ","Emmet",2,0,0,2,14,9,0,0,2006
"Iowa ","Fayette",0,1,0,8,6,37,8,0,2006
"Iowa ","Hamilton",0,0,0,18,66,37,4,1,2006
"Iowa ","Hancock",0,0,0,8,17,21,3,1,2006
"Iowa ","Hardin",0,5,0,6,52,78,4,0,2006
